CompanyMaster_FK_ID,CertificationType,Number,Issuer,ValidFrom,ValidTo,Status
4357,,,,,,
13404,,,,,,
1571,,,,,,
7111,,,,,,
699,,,,,,
21,,,,,,
23,,,,,,
25,,,,,,
29,,,,,,
31,,,,,,
32,,,,,,
33,,,,,,
36,,,,,,
37,,,,,,
47,,,,,,
106,,,,,,
124,,,,,,
144,,,,,,
434,,,,,,
441,,,,,,
448,,,,,,
526,,,,,,
529,,,,,,
548,,,,,,
551,,,,,,
598,,,,,,
690,,,,,,
703,,,,,,
903,,,,,,
908,,,,,,
912,,,,,,
922,,,,,,
928,,,,,,
939,,,,,,
940,,,,,,
942,,,,,,
944,,,,,,
947,,,,,,
949,,,,,,
959,,,,,,
963,,,,,,
967,,,,,,
971,,,,,,
972,,,,,,
975,,,,,,
978,,,,,,
982,,,,,,
985,,,,,,
990,,,,,,
993,,,,,,
999,,,,,,
1000,,,,,,
1001,,,,,,
1002,,,,,,
1003,,,,,,
1006,,,,,,
1009,,,,,,
1021,,,,,,
1037,,,,,,
1038,,,,,,
1042,,,,,,
1045,,,,,,
1057,,,,,,
1064,,,,,,
1066,,,,,,
1085,,,,,,
1089,,,,,,
1090,,,,,,
1091,,,,,,
1096,,,,,,
1113,,,,,,
1114,,,,,,
1117,,,,,,
1120,,,,,,
1123,,,,,,
1136,,,,,,
1150,,,,,,
1162,,,,,,
1165,,,,,,
1403,,,,,,
1482,,,,,,
1535,,,,,,
1537,,,,,,
1716,,,,,,
1739,,,,,,
1767,,,,,,
1815,,,,,,
1818,,,,,,
1822,,,,,,
1825,,,,,,
1847,,,,,,
1862,,,,,,
1869,,,,,,
1911,,,,,,
1915,,,,,,
1934,,,,,,
1976,,,,,,
1980,,,,,,
2368,,,,,,
2432,,,,,,
2468,,,,,,
2566,,,,,,
2907,,,,,,
3063,,,,,,
3123,,,,,,
3486,,,,,,
3681,,,,,,
3767,,,,,,
4428,,,,,,
4752,,,,,,
4958,,,,,,
5410,,,,,,
5607,,,,,,
5632,,,,,,
5847,,,,,,
5885,,,,,,
5922,,,,,,
6303,,,,,,
6415,,,,,,
6432,,,,,,
6533,,,,,,
6556,,,,,,
6772,,,,,,
6815,,,,,,
6869,,,,,,
6929,,,,,,
7192,,,,,,
7208,,,,,,
7759,,,,,,
8341,,,,,,
8387,,,,,,
8395,,,,,,
8662,,,,,,
8739,,,,,,
8792,,,,,,
8800,,,,,,
8862,,,,,,
8987,,,,,,
9339,,,,,,
9678,,,,,,
9781,,,,,,
9926,,,,,,
10298,,,,,,
10384,,,,,,
10549,,,,,,
10561,,,,,,
13397,,,,,,
11,,,,,,
19,,,,,,
22,,,,,,
35,,,,,,
56,,,,,,
61,,,,,,
62,,,,,,
68,,,,,,
120,,,,,,
125,,,,,,
132,,,,,,
141,,,,,,
145,,,,,,
147,,,,,,
168,,,,,,
182,,,,,,
184,,,,,,
186,,,,,,
187,,,,,,
198,,,,,,
202,,,,,,
203,,,,,,
208,,,,,,
223,,,,,,
229,,,,,,
230,,,,,,
245,,,,,,
252,,,,,,
257,,,,,,
264,,,,,,
270,,,,,,
272,,,,,,
277,,,,,,
283,,,,,,
284,,,,,,
289,,,,,,
296,,,,,,
306,,,,,,
323,,,,,,
340,,,,,,
354,,,,,,
363,,,,,,
372,,,,,,
379,,,,,,
387,,,,,,
392,,,,,,
394,,,,,,
439,,,,,,
447,,,,,,
460,,,,,,
470,,,,,,
476,,,,,,
478,,,,,,
479,,,,,,
483,,,,,,
498,,,,,,
519,,,,,,
525,,,,,,
555,,,,,,
557,,,,,,
565,,,,,,
569,,,,,,
572,,,,,,
592,,,,,,
594,,,,,,
600,,,,,,
605,,,,,,
685,,,,,,
719,,,,,,
720,,,,,,
760,,,,,,
766,,,,,,
799,,,,,,
800,,,,,,
831,,,,,,
838,,,,,,
892,,,,,,
935,,,,,,
955,,,,,,
956,,,,,,
1072,,,,,,
1097,,,,,,
1142,,,,,,
1145,,,,,,
1170,,,,,,
1205,,,,,,
1208,,,,,,
1221,,,,,,
1222,,,,,,
1223,,,,,,
1226,,,,,,
1227,,,,,,
1240,,,,,,
1249,,,,,,
1272,,,,,,
1281,,,,,,
1282,,,,,,
1341,,,,,,
1350,,,,,,
1351,,,,,,
1361,,,,,,
1364,,,,,,
1365,,,,,,
1370,,,,,,
1409,,,,,,
1412,,,,,,
1428,,,,,,
1430,,,,,,
1431,,,,,,
1436,,,,,,
1442,,,,,,
1444,,,,,,
1451,,,,,,
1477,,,,,,
1483,,,,,,
1523,,,,,,
1538,,,,,,
1541,,,,,,
1568,,,,,,
1570,,,,,,
1574,,,,,,
1610,,,,,,
1637,,,,,,
1641,,,,,,
1662,,,,,,
1667,,,,,,
1680,,,,,,
1696,,,,,,
1725,,,,,,
1743,,,,,,
1760,,,,,,
1807,,,,,,
1814,,,,,,
1819,,,,,,
1832,,,,,,
1846,,,,,,
1870,,,,,,
1877,,,,,,
1924,,,,,,
1931,,,,,,
1961,,,,,,
1962,,,,,,
1978,,,,,,
2012,,,,,,
2032,,,,,,
2039,,,,,,
2082,,,,,,
2083,,,,,,
2088,,,,,,
2095,,,,,,
2100,,,,,,
2110,,,,,,
2118,,,,,,
2126,,,,,,
2156,,,,,,
2160,,,,,,
2172,,,,,,
2177,,,,,,
2189,,,,,,
2195,,,,,,
2200,,,,,,
2207,,,,,,
2209,,,,,,
2245,,,,,,
2253,,,,,,
2257,,,,,,
2262,,,,,,
2265,,,,,,
2282,,,,,,
2284,,,,,,
2287,,,,,,
2303,,,,,,
2312,,,,,,
2339,,,,,,
2346,,,,,,
2350,,,,,,
2358,,,,,,
2361,,,,,,
2367,,,,,,
2370,,,,,,
2378,,,,,,
2384,,,,,,
2404,,,,,,
2412,,,,,,
2416,,,,,,
2417,,,,,,
2419,,,,,,
2420,,,,,,
2423,,,,,,
2438,,,,,,
2439,,,,,,
2447,,,,,,
2451,,,,,,
2476,,,,,,
2490,,,,,,
2491,,,,,,
2492,,,,,,
2503,,,,,,
2511,,,,,,
2512,,,,,,
2536,,,,,,
2537,,,,,,
2552,,,,,,
2553,,,,,,
2560,,,,,,
2568,,,,,,
2570,,,,,,
2577,,,,,,
2599,,,,,,
2626,,,,,,
2630,,,,,,
2635,,,,,,
2647,,,,,,
2670,,,,,,
2676,,,,,,
2684,,,,,,
2697,,,,,,
2717,,,,,,
2727,,,,,,
2734,,,,,,
2745,,,,,,
2754,,,,,,
2758,,,,,,
2761,,,,,,
2773,,,,,,
2790,,,,,,
2791,,,,,,
2797,,,,,,
2808,,,,,,
2813,,,,,,
2817,,,,,,
2828,,,,,,
2834,,,,,,
2835,,,,,,
2840,,,,,,
2842,,,,,,
2868,,,,,,
2873,,,,,,
2884,,,,,,
2895,,,,,,
2901,,,,,,
2910,,,,,,
2928,,,,,,
2933,,,,,,
2951,,,,,,
2961,,,,,,
2975,,,,,,
2997,,,,,,
3007,,,,,,
3012,,,,,,
3034,,,,,,
3041,,,,,,
3099,,,,,,
3101,,,,,,
3125,,,,,,
3139,,,,,,
3141,,,,,,
3183,,,,,,
3189,,,,,,
3219,,,,,,
3223,,,,,,
3225,,,,,,
3245,,,,,,
3257,,,,,,
3310,,,,,,
3319,,,,,,
3348,,,,,,
3350,,,,,,
3359,,,,,,
3366,,,,,,
3367,,,,,,
3373,,,,,,
3374,,,,,,
3397,,,,,,
3419,,,,,,
3420,,,,,,
3422,,,,,,
3433,,,,,,
3446,,,,,,
3473,,,,,,
3476,,,,,,
3488,,,,,,
3524,,,,,,
3525,,,,,,
3534,,,,,,
3539,,,,,,
3541,,,,,,
3544,,,,,,
3562,,,,,,
3569,,,,,,
3582,,,,,,
3590,,,,,,
3625,,,,,,
3630,,,,,,
3649,,,,,,
3650,,,,,,
3657,,,,,,
3660,,,,,,
3664,,,,,,
3672,,,,,,
3675,,,,,,
3692,,,,,,
3694,,,,,,
3699,,,,,,
3709,,,,,,
3737,,,,,,
3742,,,,,,
3791,,,,,,
3824,,,,,,
3836,,,,,,
3850,,,,,,
3864,,,,,,
3887,,,,,,
3890,,,,,,
3918,,,,,,
3924,,,,,,
3927,,,,,,
3941,,,,,,
3944,,,,,,
3945,,,,,,
3955,,,,,,
3977,,,,,,
3990,,,,,,
